time,ensemble,gcc_pred
2021-05-15T00:00:00Z,1,0.35768290075501846
2021-05-15T00:00:00Z,2,0.35818724845103866
2021-05-15T00:00:00Z,3,0.3581810346490958
2021-05-15T00:00:00Z,4,0.35520337203524494
2021-05-15T00:00:00Z,5,0.3578772696080528
2021-05-15T00:00:00Z,6,0.35752137734826056
2021-05-15T00:00:00Z,7,0.35483782135077246
2021-05-15T00:00:00Z,8,0.35514617538883764
2021-05-15T00:00:00Z,9,0.3590772915378503
2021-05-15T00:00:00Z,10,0.35742137583434364
2021-05-15T00:00:00Z,11,0.35708259864601904
2021-05-15T00:00:00Z,12,0.3580003487356647
2021-05-15T00:00:00Z,13,0.3585448819811346
2021-05-15T00:00:00Z,14,0.35901809700091286
2021-05-15T00:00:00Z,15,0.3557352731276784
2021-05-15T00:00:00Z,16,0.3604596327069388
2021-05-15T00:00:00Z,17,0.3572636323768281
2021-05-15T00:00:00Z,18,0.3593786854124245
2021-05-15T00:00:00Z,19,0.35625571030623
2021-05-15T00:00:00Z,20,0.35809689883879187
2021-05-15T00:00:00Z,21,0.3549540203283557
2021-05-15T00:00:00Z,22,0.35893967193759957
2021-05-15T00:00:00Z,23,0.35978051866541494
2021-05-15T00:00:00Z,24,0.35698110422979074
2021-05-15T00:00:00Z,25,0.35647623669439504
2021-05-15T00:00:00Z,26,0.3571414035207499
2021-05-15T00:00:00Z,27,0.359398136502593
2021-05-15T00:00:00Z,28,0.35660780960397703
2021-05-15T00:00:00Z,29,0.3582535649963838
2021-05-15T00:00:00Z,30,0.3574631424279897
2021-05-15T00:00:00Z,31,0.35759406738140576
2021-05-15T00:00:00Z,32,0.3588391453331709
2021-05-15T00:00:00Z,33,0.3588950670013776
2021-05-15T00:00:00Z,34,0.3587039892546151
2021-05-15T00:00:00Z,35,0.3560936636589713
2021-05-15T00:00:00Z,36,0.35847505852139827
2021-05-15T00:00:00Z,37,0.3582185532890951
2021-05-15T00:00:00Z,38,0.3573091031427205
2021-05-15T00:00:00Z,39,0.358399765602586
2021-05-15T00:00:00Z,40,0.35722318904358746
2021-05-15T00:00:00Z,41,0.35670975851222114
2021-05-15T00:00:00Z,42,0.3566010905680646
2021-05-15T00:00:00Z,43,0.36094074623392847
2021-05-15T00:00:00Z,44,0.357746734522427
2021-05-15T00:00:00Z,45,0.3570138676019735
2021-05-15T00:00:00Z,46,0.3577754349585825
2021-05-15T00:00:00Z,47,0.3571068746294231
2021-05-15T00:00:00Z,48,0.3587933266268205
2021-05-15T00:00:00Z,49,0.35804336397028547
2021-05-15T00:00:00Z,50,0.3569885749000138
2021-05-15T00:00:00Z,51,0.35574764493986355
2021-05-15T00:00:00Z,52,0.35784009894168267
2021-05-15T00:00:00Z,53,0.3578475648912301
2021-05-15T00:00:00Z,54,0.35640958843922277
2021-05-15T00:00:00Z,55,0.35886847507660774
2021-05-15T00:00:00Z,56,0.3571534026386382
2021-05-15T00:00:00Z,57,0.3582412047354108
2021-05-15T00:00:00Z,58,0.35816345597177035
2021-05-15T00:00:00Z,59,0.36053060648489127
2021-05-15T00:00:00Z,60,0.35517739657407754
2021-05-15T00:00:00Z,61,0.3584058379694854
2021-05-15T00:00:00Z,62,0.3576576607562406
2021-05-15T00:00:00Z,63,0.3567849630426143
2021-05-15T00:00:00Z,64,0.3558612801552856
2021-05-15T00:00:00Z,65,0.35744103064070537
2021-05-15T00:00:00Z,66,0.36082302320664633
2021-05-15T00:00:00Z,67,0.3592226562728255
2021-05-15T00:00:00Z,68,0.3598413060702395
2021-05-15T00:00:00Z,69,0.35785932554671
2021-05-15T00:00:00Z,70,0.35673939161000395
2021-05-15T00:00:00Z,71,0.357610647852447
2021-05-15T00:00:00Z,72,0.35944324480813
2021-05-15T00:00:00Z,73,0.3583124787782773
2021-05-15T00:00:00Z,74,0.35628926738939454
2021-05-15T00:00:00Z,75,0.35367297403748366
2021-05-15T00:00:00Z,76,0.3573458998344333
2021-05-15T00:00:00Z,77,0.3539192934882797
2021-05-15T00:00:00Z,78,0.3602584172403906
2021-05-15T00:00:00Z,79,0.35656484526305515
2021-05-15T00:00:00Z,80,0.35622518811241954
2021-05-15T00:00:00Z,81,0.35666210661812925
2021-05-15T00:00:00Z,82,0.3569295600869778
2021-05-15T00:00:00Z,83,0.35564431556344284
2021-05-15T00:00:00Z,84,0.357631681871526
2021-05-15T00:00:00Z,85,0.35713720123513853
2021-05-15T00:00:00Z,86,0.356916941722548
2021-05-15T00:00:00Z,87,0.35742074399507867
2021-05-15T00:00:00Z,88,0.3582902072455181
2021-05-15T00:00:00Z,89,0.3583635877421517
2021-05-15T00:00:00Z,90,0.3549815478442412
2021-05-15T00:00:00Z,91,0.3587612712931938
2021-05-15T00:00:00Z,92,0.3568003799550952
2021-05-15T00:00:00Z,93,0.36108221543776964
2021-05-15T00:00:00Z,94,0.35731457168930736
2021-05-15T00:00:00Z,95,0.3568987699166679
2021-05-15T00:00:00Z,96,0.35710530472212215
2021-05-15T00:00:00Z,97,0.3597455521591858
2021-05-15T00:00:00Z,98,0.3573703989816458
2021-05-15T00:00:00Z,99,0.3578103912682145
2021-05-15T00:00:00Z,100,0.35728031426096746
